Temp/Freq,100,200,300,500,600,800,1000,1500,2000,3000,5000,7000,9000,10000,15000,20000,30000,40000,50000,60000,70000,90000,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,2000000
380,-54.083,15.607,15.512,11.812,11.358,12.149,11.93,11.816,11.839,11.813,11.869,11.859,11.809,11.814,11.66,None,11.361,None,10.935,10.79,10.577,10.284,10.156,None,None,None,None,None,7.629,7.494,7.387,7.298,7.023,
381,331.744,18.715,12.82,13.706,11.674,12.245,11.946,11.888,11.835,11.851,11.889,11.859,11.831,11.808,11.735,11.621,11.377,11.117,None,10.729,10.58,10.286,None,None,8.686,8.295,8.013,7.8,7.627,7.494,7.386,7.297,7.022,
382,209.668,18.99,11.747,12.761,13.236,12.262,12.092,11.975,11.847,11.844,11.871,11.832,11.836,11.831,11.743,11.597,11.357,11.121,10.941,10.744,None,10.285,10.155,9.23,8.694,8.302,8.012,7.796,7.627,7.493,7.386,7.296,7.022,
383,330.18,16.013,13.282,13.519,13.07,12.048,12.23,12.03,11.983,11.857,11.911,11.862,11.818,11.815,11.649,11.613,11.353,11.142,10.934,10.783,10.583,10.284,10.156,9.224,8.684,None,8.012,7.796,7.627,7.493,7.385,7.295,7.022,
384,279.397,15.558,13.208,12.143,12.542,12.364,12.189,12.011,11.905,11.896,11.894,11.871,11.86,11.827,11.719,11.605,11.362,11.12,10.941,10.723,10.585,10.286,10.155,9.215,None,8.298,8.012,7.796,7.627,7.492,7.385,7.295,7.021,
385,-106.403,11.718,11.022,12.434,12.213,12.445,12.305,12.035,11.945,11.936,11.893,11.878,11.842,11.848,11.776,11.612,11.354,11.148,10.939,10.723,10.584,10.29,10.156,9.224,8.685,8.301,8.013,None,7.628,7.496,7.386,7.296,7.021,
386,140.488,9.761,14.335,13.134,11.692,12.493,12.125,12.214,11.989,11.882,11.85,11.869,11.851,None,11.69,11.609,11.368,11.133,10.936,10.716,10.587,10.29,10.158,9.229,8.685,8.296,8.014,7.8,7.628,7.495,7.387,7.297,7.022,
387,288.006,16.15,12.609,12.484,None,12.453,12.286,12.038,11.986,11.98,11.927,11.892,11.852,11.851,11.668,11.616,11.371,11.138,10.943,10.738,None,10.292,10.16,9.239,8.686,8.303,8.016,7.799,7.629,7.494,7.388,7.298,7.024,
388,305.266,14.413,12.908,None,None,12.341,12.33,12.183,12.042,11.96,11.945,11.929,11.852,11.862,11.678,11.637,11.389,11.139,10.947,10.75,10.587,10.295,None,9.237,8.692,8.307,8.017,7.802,7.631,7.496,7.389,7.299,7.024,
389,None,None,None,None,13.57,12.602,12.398,12.241,12.113,12.011,11.973,11.92,11.879,11.871,11.755,11.652,11.377,11.129,10.949,10.717,10.591,10.295,10.16,9.232,None,8.307,8.017,7.804,7.631,7.5,7.389,7.299,7.024,
390,None,10.994,14.103,12.556,12.24,12.785,12.579,12.258,12.13,12.033,11.996,11.946,11.921,11.892,11.797,11.617,11.385,11.158,10.953,10.728,10.597,10.298,10.166,9.238,8.697,8.31,None,7.806,7.633,7.496,7.39,7.301,None,
391,148.045,12.78,14.521,14.3,12.74,12.863,12.495,None,12.125,12.057,11.976,11.963,11.904,11.889,11.803,11.65,11.392,11.139,10.955,10.791,10.599,10.3,10.168,9.256,8.697,8.302,8.019,7.802,7.633,7.499,None,None,None,
392,75.177,13.081,15.974,13.758,14.694,12.818,12.533,12.368,12.229,12.095,12.019,11.979,11.932,None,11.781,11.656,11.389,11.133,10.96,10.715,10.598,10.301,10.17,9.248,8.697,8.303,8.02,7.805,7.634,7.499,None,None,7.026,
393,-107.734,14.015,14.383,14.735,12.767,12.877,12.773,12.472,12.281,12.101,12.058,11.993,11.928,11.911,11.766,11.667,11.392,11.138,10.96,10.79,None,10.303,10.171,9.242,8.696,8.307,8.02,7.803,7.633,7.499,7.392,7.302,7.027,
394,62.655,19.18,12.557,13.025,13.187,13.143,12.826,12.445,12.298,12.182,12.052,11.98,11.973,11.933,11.761,11.632,11.397,11.136,10.97,10.772,None,10.301,10.171,9.242,8.698,8.306,8.02,7.803,7.632,7.501,7.391,7.301,7.026,
395,-148.187,10.065,13.62,11.871,12.636,13.218,12.985,12.569,12.396,12.2,12.075,12.006,11.958,11.914,11.76,11.648,11.4,11.166,10.961,10.725,None,10.304,10.173,9.242,8.695,8.31,8.02,7.804,7.633,7.498,7.392,7.302,7.027,
396,412.775,9.165,10.25,13.521,14.224,13.443,12.897,12.656,12.439,12.224,12.087,12.017,11.94,11.931,11.84,11.676,11.404,11.154,10.963,10.804,10.61,10.307,10.176,9.256,None,8.304,8.022,7.806,7.636,7.503,7.393,7.303,7.028,
397,-45.389,14.532,13.345,13.332,13.972,13.269,13.011,12.716,12.474,12.26,12.113,12.049,11.945,11.947,11.873,11.666,11.402,11.155,10.969,10.736,10.608,10.309,10.176,9.253,8.701,8.313,8.022,None,7.635,7.504,7.392,7.302,7.029,
398,-39.647,16.609,14.16,14.959,13.12,13.204,13.265,12.756,12.524,12.324,12.144,12.064,11.968,11.973,11.841,11.683,11.426,11.162,10.969,10.768,10.61,10.308,10.176,9.249,8.696,8.302,8.021,7.808,None,7.498,7.393,7.301,7.027,
399,-148.244,25.004,14.494,14.785,13.6,13.38,13.313,12.799,None,12.369,12.181,12.072,12.063,11.984,11.792,11.665,11.413,11.162,10.971,10.757,10.613,10.31,10.178,9.249,8.706,8.312,8.022,7.807,None,7.5,7.393,7.303,7.028,
400,405.64,11.658,13.232,13.924,14.531,13.524,13.477,None,None,12.347,12.212,12.096,12.003,11.967,11.846,11.68,11.421,11.152,10.977,10.731,10.608,10.312,10.18,9.247,8.695,8.312,8.023,7.807,7.636,None,7.394,7.303,7.028,
401,360.48,9.585,13.987,13.458,14.27,13.823,13.445,None,12.738,12.409,12.186,12.106,12.028,12.022,None,11.688,11.427,11.188,10.978,10.827,10.618,10.319,10.185,9.246,8.697,8.311,8.026,7.812,7.638,7.502,7.397,7.306,7.03,
402,-255.143,11.504,16.907,13.023,14.272,None,None,None,12.703,12.459,12.228,12.135,12.019,12.024,11.863,11.681,11.439,11.162,10.996,10.748,None,10.32,None,9.249,8.704,8.314,8.027,7.812,7.64,7.504,7.397,7.307,7.036,
403,-378.688,9.087,12.277,14.034,14.689,None,13.61,13.095,12.808,12.495,12.247,12.159,12.099,12.019,11.855,11.712,11.428,11.187,10.987,10.781,10.626,10.321,10.187,9.256,None,8.309,8.026,7.813,7.638,7.507,7.397,7.306,7.03,
404,-336.096,15.959,11.551,15.314,15.143,13.818,13.754,13.235,12.904,12.566,12.33,12.187,12.077,12.053,11.948,11.723,11.445,11.197,10.996,10.808,10.626,10.323,10.19,9.247,8.702,8.311,8.028,None,7.64,7.506,7.398,7.307,7.031,
405,102.978,8.674,13.754,12.827,14.903,13.898,13.664,13.314,None,12.632,12.334,12.205,12.128,12.084,11.885,11.736,11.457,11.2,10.994,10.756,10.633,10.326,10.195,9.257,8.717,8.317,8.03,7.816,7.642,7.506,7.4,7.309,None,
406,242.098,18.074,9.735,14.212,14.77,13.682,13.853,13.343,13.094,12.693,12.388,12.22,12.065,12.073,None,11.735,11.46,11.205,11.002,10.84,10.633,10.331,10.197,9.258,8.71,8.323,8.031,7.814,7.644,7.509,7.401,7.31,7.032,
407,-120.67,16.051,15.874,13.501,14.465,14.121,14.269,13.484,13.12,12.753,12.435,12.264,12.153,12.094,11.902,11.753,11.469,11.205,10.999,10.813,10.642,10.335,None,9.272,8.711,8.315,8.032,7.815,7.644,7.508,7.401,7.31,7.032,
408,-340.057,15.54,9.758,13.062,14.835,13.966,13.792,13.552,13.321,12.804,12.439,12.277,12.176,12.134,None,11.746,11.477,11.195,11.01,10.79,10.639,10.334,10.202,9.265,8.709,8.323,8.032,7.818,7.644,None,7.4,7.31,7.033,
409,-162.336,6.866,12.276,13.045,13.401,14.777,14.064,13.498,13.23,12.898,12.5,12.334,12.184,12.177,None,11.767,None,11.212,11.017,10.796,10.64,10.337,10.204,9.262,8.713,8.322,8.034,7.818,7.645,7.513,7.401,7.312,7.033,
410,76.729,14.141,11.691,13.438,13.388,14.023,14.106,13.858,13.363,12.965,12.568,12.331,12.261,None,None,None,None,11.222,11.024,10.805,10.645,10.34,10.205,9.247,8.715,8.326,8.033,7.818,7.645,7.513,7.401,7.311,7.034,
411,-322.073,11.101,13.482,14.438,13.939,14.689,14.19,13.771,13.43,13.036,12.601,None,None,None,11.995,11.788,11.498,11.216,11.021,10.798,None,10.342,10.207,9.263,8.706,8.326,8.033,7.816,7.644,7.512,7.401,7.31,7.033,
412,173.199,10.261,10.465,14.161,15.414,14.277,14.088,13.887,None,None,None,None,12.238,12.221,12.039,11.819,11.501,11.24,11.029,10.868,10.65,10.345,10.21,None,8.711,8.326,8.033,7.816,7.644,7.507,7.401,7.31,7.032,
